startup_id,startup_name,industry,country,founding_year,founders_count,initial_funding_usd,total_funding_usd,revenue_last_year_usd,employee_count,burn_rate_usd,market_competition,years_operated,customer_rating,reason_for_failure,status
S00216,Startup_216,AI,USA,2019,3.0,,5000000.0,-100000.0,3.0,40000.0,Medium,2,,Lack of market demand,failed
S00217,Startup_217,HealthTech,india,2015,2.0,100000.0,12000000.0,8762893.0,,90000.0,high,13,4.5,Strong competition,Failed
S00218,Startup_218,Ed-tech,Germany,2012,1.0,100000.0,1000000.0,-100000.0,300.0,,low,11,3.8,Strong competition,Success
S00219,Startup_219,RealEstate,Canada,2017,1.0,300000.0,,-100000.0,10.0,150000.0,high,15,3.0,Founder conflict,Success
S00220,Startup_220,FinTech,Australia,2014,4.0,300000.0,5000000.0,,3.0,40000.0,Medium,9,1.5,Lack of market demand,Failed
S00221,Startup_221,Ed-tech,india,2016,,300000.0,1000000.0,18278669.0,120.0,150000.0,low,6,,Founder conflict,Success
S00222,Startup_222,Travel,U.S.A,2014,,800000.0,5000000.0,16721869.0,10.0,150000.0,Medium,3,1.5,High burn rate,failed
S00223,Startup_223,FoodTech,india,2012,2.0,50000.0,12000000.0,,5.0,90000.0,Medium,10,2.3,High burn rate,Failed
S00224,Startup_224,EdTech,Germany,2011,5.0,50000.0,1000000.0,,5.0,300000.0,Medium,15,,Bad marketing,Success
S00225,Startup_225,Transport,Canada,2010,,1500000.0,12000000.0,-100000.0,,90000.0,Low,15,3.0,Poor financial planning,failed
S00226,Startup_226,Ecommerce,Australia,2014,1.0,100000.0,12000000.0,-100000.0,,150000.0,Medium,15,3.0,Regulatory issues,Failed
S00227,Startup_227,Energy,UK,2018,3.0,800000.0,200000.0,,5.0,150000.0,Low,2,2.3,Poor financial planning,Success
S00228,Startup_228,Agritech,U.S.A,2020,,100000.0,,,5.0,90000.0,low,4,2.3,Strong competition,Success
S00229,Startup_229,RealEstate,Germany,2016,2.0,50000.0,200000.0,14331592.0,10.0,150000.0,High,7,3.8,Strong competition,Failed
S00230,Startup_230,Health Tech,U.S.A,2014,5.0,800000.0,5000000.0,-100000.0,,90000.0,high,15,3.0,Cash flow issues,failed
S00231,Startup_231,Fintech,USA,2014,1.0,50000.0,,-100000.0,10.0,90000.0,Low,10,4.5,,Failed
S00232,Startup_232,AI,India,2019,,1500000.0,5000000.0,,300.0,40000.0,low,8,,Poor financial planning,Success
S00233,Startup_233,AI,USA,2018,1.0,800000.0,12000000.0,11117466.0,25.0,,High,4,3.8,Cash flow issues,Success
S00234,Startup_234,Travel,india,2015,4.0,1500000.0,5000000.0,-100000.0,50.0,90000.0,high,10,3.8,Strong competition,Success
S00235,Startup_235,EdTech,india,2021,4.0,,200000.0,,120.0,150000.0,Medium,14,2.3,Poor financial planning,Failed
S00236,Startup_236,Ed-tech,Australia,2010,,300000.0,,,,40000.0,low,13,3.8,Cash flow issues,Success
S00237,Startup_237,SaaS,U.S.A,2011,,100000.0,200000.0,9574376.0,25.0,300000.0,High,1,1.5,Lack of market demand,Failed
S00238,Startup_238,Health Tech,India,2017,,1500000.0,5000000.0,,,,high,2,4.5,Lack of market demand,Failed
S00239,Startup_239,FinTech,India,2020,2.0,800000.0,1000000.0,-100000.0,10.0,,High,6,1.5,,Failed
S00240,Startup_240,Ecommerce,India,2012,3.0,50000.0,12000000.0,8660759.0,25.0,,High,8,3.0,Strong competition,Success
S00241,Startup_241,Transport,India,2022,,800000.0,,-100000.0,5.0,40000.0,Medium,2,3.0,,Failed
S00242,Startup_242,Ecommerce,Germany,2013,2.0,300000.0,200000.0,3290260.0,25.0,,high,7,4.5,Strong competition,Success
S00243,Startup_243,Ecommerce,India,2012,4.0,,,-100000.0,300.0,90000.0,high,11,1.5,Strong competition,failed
S00244,Startup_244,SaaS,Australia,2019,5.0,100000.0,1000000.0,,120.0,40000.0,Low,12,3.0,Poor financial planning,Success
S00245,Startup_245,HealthTech,Australia,2017,1.0,,12000000.0,-100000.0,3.0,40000.0,Low,5,3.0,Bad marketing,Failed
S00246,Startup_246,SaaS,Germany,2012,3.0,100000.0,12000000.0,3386570.0,50.0,90000.0,Medium,4,4.5,Bad marketing,Success
S00247,Startup_247,Transport,Canada,2011,3.0,100000.0,5000000.0,,10.0,40000.0,low,8,2.3,Poor financial planning,failed
S00248,Startup_248,Travel,Canada,2020,,800000.0,1000000.0,,300.0,90000.0,Low,11,4.5,High burn rate,failed
S00249,Startup_249,FinTech,U.S.A,2021,4.0,,,18929924.0,50.0,40000.0,Low,12,2.3,Bad marketing,Success
S00250,Startup_250,Fintech,UK,2015,1.0,100000.0,,8795382.0,,90000.0,High,11,3.0,,failed
S00251,Startup_251,AI,Australia,2015,1.0,50000.0,200000.0,,10.0,300000.0,high,10,4.5,Bad marketing,Success
S00252,Startup_252,HealthTech,U.S.A,2013,4.0,300000.0,12000000.0,-100000.0,3.0,300000.0,high,10,3.0,,Failed
S00253,Startup_253,AI,U.S.A,2011,5.0,300000.0,5000000.0,-100000.0,,90000.0,low,3,1.5,,failed
S00254,Startup_254,Agritech,Canada,2015,,1500000.0,5000000.0,,5.0,300000.0,low,6,1.5,Bad marketing,Success
S00255,Startup_255,Agritech,Australia,2016,1.0,1500000.0,12000000.0,,3.0,90000.0,low,8,3.8,Regulatory issues,Failed
S00256,Startup_256,FinTech,UK,2011,2.0,100000.0,,,,300000.0,high,7,3.8,,failed
S00257,Startup_257,HealthTech,India,2014,5.0,1500000.0,1000000.0,7984850.0,120.0,300000.0,high,5,4.5,Poor financial planning,failed
S00258,Startup_258,AI,India,2021,,300000.0,12000000.0,2816880.0,50.0,300000.0,low,13,,Regulatory issues,Failed
S00259,Startup_259,Fintech,Germany,2019,3.0,50000.0,12000000.0,-100000.0,120.0,,high,14,4.5,Poor financial planning,Success
S00260,Startup_260,Agritech,UK,2012,5.0,50000.0,1000000.0,,5.0,90000.0,Medium,1,3.8,Poor financial planning,failed
S00261,Startup_261,EdTech,Canada,2013,1.0,100000.0,12000000.0,-100000.0,25.0,40000.0,Medium,5,4.5,,Failed
S00262,Startup_262,Health Tech,India,2019,4.0,1500000.0,5000000.0,,5.0,40000.0,Medium,15,1.5,Strong competition,failed
S00263,Startup_263,E commerce,Australia,2021,3.0,1500000.0,1000000.0,,5.0,90000.0,Medium,12,1.5,Founder conflict,failed
S00264,Startup_264,Energy,USA,2011,1.0,1500000.0,1000000.0,,10.0,,Medium,6,1.5,,Failed
S00265,Startup_265,Travel,U.S.A,2012,2.0,50000.0,,,10.0,300000.0,Low,10,1.5,Bad marketing,Failed
S00266,Startup_266,HealthTech,Germany,2013,2.0,50000.0,12000000.0,-100000.0,300.0,90000.0,high,7,,Lack of market demand,Failed
S00267,Startup_267,AI,U.S.A,2022,4.0,,1000000.0,5162610.0,25.0,150000.0,High,2,,High burn rate,Success
S00268,Startup_268,FinTech,U.S.A,2015,2.0,100000.0,12000000.0,,25.0,,low,9,4.5,,Success
S00269,Startup_269,AI,Australia,2014,,50000.0,200000.0,,50.0,,Medium,3,4.5,Cash flow issues,Failed
S00270,Startup_270,Energy,Canada,2011,5.0,50000.0,1000000.0,,120.0,150000.0,High,13,4.5,,Failed
S00271,Startup_271,Transport,india,2018,,50000.0,1000000.0,-100000.0,25.0,90000.0,High,2,1.5,Poor financial planning,Failed
S00272,Startup_272,Transport,India,2014,,300000.0,5000000.0,-100000.0,5.0,90000.0,high,4,2.3,High burn rate,Failed
S00273,Startup_273,SaaS,Australia,2018,3.0,1500000.0,12000000.0,,120.0,300000.0,high,15,3.0,,Failed
S00274,Startup_274,Energy,Canada,2018,2.0,800000.0,1000000.0,688189.0,25.0,300000.0,Medium,9,,High burn rate,failed
S00275,Startup_275,FoodTech,UK,2023,4.0,,200000.0,10882039.0,,,Low,7,3.0,Regulatory issues,Success
S00276,Startup_276,Agritech,Australia,2013,2.0,300000.0,1000000.0,-100000.0,120.0,150000.0,high,13,3.0,High burn rate,Success
S00277,Startup_277,HealthTech,USA,2021,2.0,50000.0,,3480804.0,3.0,40000.0,Low,8,1.5,Strong competition,failed
S00278,Startup_278,FinTech,Germany,2021,3.0,100000.0,12000000.0,21477519.0,300.0,40000.0,High,12,1.5,Cash flow issues,failed
S00279,Startup_279,AI,india,2022,3.0,1500000.0,200000.0,,120.0,150000.0,low,14,,Bad marketing,failed
S00280,Startup_280,Ed-tech,Canada,2020,4.0,,200000.0,-100000.0,3.0,,Low,9,3.0,Bad marketing,Success
S00281,Startup_281,Ed-tech,India,2014,1.0,1500000.0,12000000.0,-100000.0,300.0,90000.0,low,4,2.3,,failed
S00282,Startup_282,Agritech,Australia,2011,2.0,1500000.0,,14596707.0,300.0,,high,14,3.8,Poor financial planning,failed
S00283,Startup_283,AI,Australia,2019,1.0,1500000.0,,9613705.0,3.0,40000.0,Medium,9,3.8,Lack of market demand,Failed
S00284,Startup_284,Transport,Germany,2010,2.0,100000.0,12000000.0,-100000.0,50.0,300000.0,high,5,3.8,Regulatory issues,Success
S00285,Startup_285,Ecommerce,india,2023,3.0,,,-100000.0,300.0,90000.0,Medium,12,3.0,Lack of market demand,Success
S00286,Startup_286,FinTech,Australia,2022,3.0,50000.0,1000000.0,-100000.0,3.0,40000.0,Medium,13,2.3,,Failed
S00287,Startup_287,Travel,Canada,2022,3.0,800000.0,1000000.0,,3.0,90000.0,High,3,3.8,Founder conflict,failed
S00288,Startup_288,FinTech,U.S.A,2016,3.0,,5000000.0,28529217.0,3.0,40000.0,High,6,2.3,High burn rate,Failed
S00289,Startup_289,Ecommerce,Australia,2011,4.0,300000.0,200000.0,-100000.0,10.0,,Low,14,,Founder conflict,Success
S00290,Startup_290,RealEstate,U.S.A,2022,1.0,50000.0,1000000.0,,3.0,150000.0,Medium,10,,High burn rate,Failed
S00291,Startup_291,Travel,Australia,2023,2.0,100000.0,12000000.0,8815665.0,,90000.0,Low,1,4.5,Poor financial planning,Success
S00292,Startup_292,Ed-tech,Canada,2018,3.0,50000.0,5000000.0,11464206.0,300.0,40000.0,Medium,4,3.0,Cash flow issues,failed
S00293,Startup_293,Agritech,USA,2014,1.0,300000.0,200000.0,-100000.0,120.0,90000.0,High,1,3.0,Strong competition,Success
S00294,Startup_294,E commerce,Australia,2023,5.0,800000.0,1000000.0,,,150000.0,High,15,2.3,Strong competition,failed
S00295,Startup_295,Ed-tech,USA,2015,4.0,300000.0,5000000.0,18052642.0,3.0,300000.0,Medium,5,3.8,,Success
S00296,Startup_296,Ecommerce,India,2014,2.0,,1000000.0,22665727.0,10.0,40000.0,high,5,3.0,Lack of market demand,failed
S00297,Startup_297,Ecommerce,india,2017,5.0,50000.0,200000.0,13523553.0,120.0,,Low,3,2.3,Poor financial planning,failed
S00298,Startup_298,Ecommerce,india,2018,2.0,,1000000.0,,3.0,300000.0,Low,9,,Bad marketing,Success
S00299,Startup_299,SaaS,U.S.A,2019,2.0,100000.0,200000.0,,5.0,40000.0,High,5,3.0,High burn rate,Failed
S00300,Startup_300,Fintech,Australia,2011,2.0,100000.0,200000.0,-100000.0,120.0,300000.0,high,12,3.0,Strong competition,failed
S00301,Startup_301,Transport,india,2015,3.0,100000.0,200000.0,22565361.0,,,Low,14,3.0,Poor financial planning,Failed
S00302,Startup_302,E commerce,U.S.A,2011,1.0,300000.0,200000.0,,,40000.0,low,11,4.5,Founder conflict,Failed
S00303,Startup_303,Ed-tech,USA,2010,,100000.0,,24446792.0,5.0,150000.0,High,7,2.3,Regulatory issues,Success
S00304,Startup_304,Ed-tech,USA,2022,3.0,1500000.0,200000.0,,5.0,300000.0,High,4,4.5,Founder conflict,Success
S00305,Startup_305,Health Tech,USA,2023,,800000.0,5000000.0,-100000.0,50.0,90000.0,high,10,4.5,High burn rate,Success
S00306,Startup_306,EdTech,india,2015,,,1000000.0,16995231.0,25.0,90000.0,high,13,2.3,High burn rate,Success
S00307,Startup_307,Travel,India,2021,3.0,,12000000.0,,50.0,90000.0,Medium,2,3.8,High burn rate,Success
S00308,Startup_308,Energy,UK,2019,3.0,100000.0,5000000.0,-100000.0,10.0,,low,4,3.0,Regulatory issues,Failed
S00309,Startup_309,SaaS,Canada,2012,4.0,300000.0,12000000.0,5744829.0,5.0,150000.0,Low,9,4.5,Founder conflict,failed
S00310,Startup_310,FoodTech,Australia,2022,,50000.0,1000000.0,-100000.0,,90000.0,High,13,3.8,High burn rate,failed
S00311,Startup_311,Travel,U.S.A,2011,5.0,800000.0,1000000.0,13959961.0,120.0,40000.0,Medium,9,2.3,Strong competition,failed
S00312,Startup_312,Fintech,Australia,2022,3.0,100000.0,5000000.0,,120.0,150000.0,Low,8,2.3,Regulatory issues,Failed
S00313,Startup_313,FoodTech,Australia,2020,4.0,100000.0,12000000.0,,5.0,300000.0,Low,2,4.5,Cash flow issues,Success
S00314,Startup_314,Fintech,U.S.A,2014,3.0,1500000.0,12000000.0,28074437.0,,,Medium,14,,Bad marketing,Success
S00315,Startup_315,Ecommerce,UK,2015,5.0,,12000000.0,-100000.0,,150000.0,Medium,12,3.8,Regulatory issues,Failed
S00316,Startup_316,Transport,UK,2022,2.0,300000.0,5000000.0,,,90000.0,Medium,10,,,Failed
S00317,Startup_317,Energy,Australia,2020,5.0,100000.0,12000000.0,-100000.0,50.0,,low,5,,Bad marketing,Success
S00318,Startup_318,E commerce,India,2021,3.0,,,-100000.0,3.0,150000.0,High,9,1.5,Founder conflict,failed
S00319,Startup_319,Fintech,Germany,2023,1.0,,1000000.0,,300.0,40000.0,high,10,3.8,Strong competition,failed
S00320,Startup_320,Transport,Germany,2012,4.0,800000.0,12000000.0,26550278.0,,,low,6,3.8,Poor financial planning,Failed
S00321,Startup_321,Health Tech,india,2020,1.0,800000.0,,27523143.0,3.0,150000.0,high,2,2.3,Cash flow issues,Success
S00322,Startup_322,HealthTech,india,2010,1.0,50000.0,12000000.0,,300.0,40000.0,High,15,1.5,High burn rate,Success
S00323,Startup_323,EdTech,USA,2023,3.0,100000.0,,,,300000.0,Low,3,1.5,Regulatory issues,Failed
S00324,Startup_324,RealEstate,Australia,2023,1.0,100000.0,1000000.0,3916378.0,,300000.0,Low,1,,Poor financial planning,Failed
S00325,Startup_325,SaaS,india,2023,,300000.0,5000000.0,,25.0,,High,4,2.3,Founder conflict,Failed
S00326,Startup_326,AI,Germany,2019,3.0,800000.0,5000000.0,-100000.0,25.0,90000.0,Medium,9,,High burn rate,failed
S00327,Startup_327,Energy,USA,2019,2.0,,,-100000.0,120.0,40000.0,low,1,3.0,,Success
S00328,Startup_328,FinTech,UK,2010,,50000.0,,,,300000.0,Low,10,4.5,,Failed
S00329,Startup_329,Agritech,India,2023,4.0,,5000000.0,-100000.0,3.0,,Low,4,,,Failed
S00330,Startup_330,Travel,Canada,2021,,100000.0,,3737119.0,120.0,,High,13,3.8,Cash flow issues,Failed
S00331,Startup_331,AI,India,2022,2.0,800000.0,200000.0,,10.0,150000.0,high,5,,,Success
S00332,Startup_332,Travel,U.S.A,2022,1.0,,12000000.0,-100000.0,,,high,13,3.0,Founder conflict,failed
S00333,Startup_333,Transport,Canada,2022,1.0,800000.0,1000000.0,-100000.0,50.0,,Medium,3,2.3,Poor financial planning,Failed
S00334,Startup_334,FinTech,U.S.A,2015,,1500000.0,200000.0,-100000.0,25.0,,Low,4,3.8,Strong competition,failed
S00335,Startup_335,Energy,UK,2023,4.0,800000.0,12000000.0,,,150000.0,Low,10,3.8,Founder conflict,Success
S00336,Startup_336,EdTech,USA,2011,,100000.0,1000000.0,-100000.0,300.0,40000.0,Low,4,,Strong competition,failed
S00337,Startup_337,HealthTech,UK,2011,1.0,300000.0,,,50.0,90000.0,Low,11,3.0,,Success
S00338,Startup_338,Travel,India,2014,3.0,1500000.0,200000.0,5859486.0,,,high,7,,Strong competition,failed
S00339,Startup_339,EdTech,UK,2022,1.0,300000.0,,-100000.0,10.0,40000.0,low,1,2.3,Lack of market demand,Failed
S00340,Startup_340,Health Tech,Australia,2013,4.0,1500000.0,200000.0,-100000.0,50.0,40000.0,Low,8,3.8,Strong competition,Success
S00341,Startup_341,Energy,Australia,2010,1.0,100000.0,1000000.0,14187102.0,10.0,,high,13,1.5,Poor financial planning,Failed
S00342,Startup_342,EdTech,India,2010,3.0,,,-100000.0,3.0,300000.0,low,15,3.0,Bad marketing,Failed
S00343,Startup_343,Travel,India,2022,3.0,,1000000.0,-100000.0,10.0,,Low,15,4.5,Founder conflict,Failed
S00344,Startup_344,EdTech,Canada,2014,,50000.0,1000000.0,28091517.0,300.0,40000.0,High,10,3.8,Poor financial planning,Failed
S00345,Startup_345,EdTech,Germany,2022,2.0,300000.0,,,10.0,90000.0,high,4,2.3,Bad marketing,failed
S00346,Startup_346,RealEstate,Germany,2011,3.0,50000.0,,-100000.0,3.0,150000.0,low,3,4.5,High burn rate,Failed
S00347,Startup_347,AI,Germany,2012,5.0,300000.0,200000.0,,5.0,300000.0,high,1,3.8,Founder conflict,Failed
S00348,Startup_348,HealthTech,UK,2016,2.0,,5000000.0,26251500.0,25.0,150000.0,high,10,1.5,Lack of market demand,failed
S00349,Startup_349,Health Tech,Australia,2015,2.0,,200000.0,6549974.0,25.0,,High,5,,Bad marketing,Success
S00350,Startup_350,Energy,India,2016,,300000.0,12000000.0,,5.0,90000.0,low,7,3.8,Strong competition,Failed
S00351,Startup_351,Travel,USA,2017,4.0,1500000.0,12000000.0,,120.0,300000.0,Medium,9,4.5,Poor financial planning,failed
S00352,Startup_352,Energy,Germany,2023,,100000.0,12000000.0,14498370.0,300.0,,Medium,9,3.0,Bad marketing,Failed
S00353,Startup_353,Health Tech,Australia,2023,1.0,100000.0,1000000.0,,,90000.0,high,10,2.3,,failed
S00354,Startup_354,Ecommerce,UK,2012,2.0,1500000.0,200000.0,,10.0,,high,11,3.8,Founder conflict,failed
S00355,Startup_355,HealthTech,india,2013,5.0,50000.0,5000000.0,20427762.0,300.0,40000.0,high,9,4.5,Regulatory issues,Failed
S00356,Startup_356,Health Tech,India,2017,3.0,,12000000.0,-100000.0,300.0,40000.0,High,3,3.0,Cash flow issues,Success
S00357,Startup_357,Travel,Germany,2023,4.0,1500000.0,,-100000.0,300.0,300000.0,High,12,3.0,Cash flow issues,Failed
S00358,Startup_358,RealEstate,Canada,2018,1.0,50000.0,,-100000.0,300.0,150000.0,Low,8,,High burn rate,Failed
S00359,Startup_359,Agritech,U.S.A,2010,5.0,800000.0,12000000.0,-100000.0,120.0,40000.0,Low,9,1.5,Bad marketing,failed
S00360,Startup_360,FinTech,Germany,2013,2.0,300000.0,1000000.0,29388342.0,3.0,150000.0,high,7,,,failed
S00361,Startup_361,FoodTech,Canada,2011,4.0,,1000000.0,-100000.0,3.0,90000.0,Low,6,4.5,Cash flow issues,failed
S00362,Startup_362,HealthTech,India,2023,5.0,1500000.0,5000000.0,3332757.0,3.0,,low,4,1.5,High burn rate,Failed
S00363,Startup_363,E commerce,USA,2014,3.0,50000.0,5000000.0,10146698.0,10.0,90000.0,high,13,2.3,High burn rate,Success
S00364,Startup_364,Fintech,India,2020,5.0,800000.0,200000.0,,3.0,150000.0,high,3,1.5,Poor financial planning,Success
S00365,Startup_365,Transport,U.S.A,2017,2.0,300000.0,12000000.0,-100000.0,25.0,,Low,11,1.5,Strong competition,failed
S00366,Startup_366,Ed-tech,U.S.A,2022,,1500000.0,200000.0,28287283.0,3.0,40000.0,Medium,11,2.3,Founder conflict,Failed
S00367,Startup_367,Ed-tech,Canada,2010,,50000.0,200000.0,-100000.0,50.0,40000.0,Medium,4,,Cash flow issues,Success
S00368,Startup_368,Fintech,USA,2017,3.0,1500000.0,,10153689.0,3.0,90000.0,High,12,3.8,,failed
S00369,Startup_369,FoodTech,India,2018,4.0,1500000.0,1000000.0,26540793.0,300.0,150000.0,low,5,,Poor financial planning,failed
S00370,Startup_370,EdTech,india,2019,,100000.0,1000000.0,-100000.0,300.0,150000.0,Low,8,1.5,,failed
S00371,Startup_371,EdTech,U.S.A,2016,4.0,1500000.0,1000000.0,-100000.0,10.0,,high,10,3.0,Cash flow issues,Failed
S00372,Startup_372,Energy,Canada,2017,3.0,300000.0,,27155947.0,,40000.0,High,14,4.5,Strong competition,failed
S00373,Startup_373,Ecommerce,Australia,2012,3.0,50000.0,200000.0,12560764.0,10.0,,Medium,12,3.8,Poor financial planning,Success
S00374,Startup_374,Travel,India,2012,1.0,100000.0,5000000.0,-100000.0,5.0,300000.0,low,14,2.3,Bad marketing,Failed
S00375,Startup_375,Health Tech,Canada,2012,,300000.0,200000.0,15888483.0,120.0,90000.0,High,5,3.0,Bad marketing,failed
S00376,Startup_376,Ed-tech,india,2022,5.0,800000.0,,20906026.0,25.0,150000.0,Medium,5,2.3,Strong competition,Success
S00377,Startup_377,EdTech,Canada,2023,4.0,50000.0,,9680494.0,50.0,40000.0,high,8,3.0,Poor financial planning,Success
S00378,Startup_378,FinTech,USA,2022,4.0,,,-100000.0,10.0,300000.0,Low,6,3.8,Cash flow issues,failed
S00379,Startup_379,HealthTech,India,2021,5.0,50000.0,5000000.0,-100000.0,,300000.0,Low,1,2.3,Cash flow issues,Success
S00380,Startup_380,Transport,USA,2017,2.0,800000.0,1000000.0,-100000.0,50.0,150000.0,high,1,1.5,High burn rate,Success
S00381,Startup_381,Health Tech,U.S.A,2017,2.0,100000.0,1000000.0,,25.0,,low,2,3.0,Strong competition,Success
S00382,Startup_382,Ed-tech,UK,2021,2.0,300000.0,12000000.0,-100000.0,300.0,,Low,10,1.5,,failed
S00383,Startup_383,Ecommerce,Germany,2010,5.0,1500000.0,12000000.0,,3.0,300000.0,Low,3,3.0,Regulatory issues,Failed
S00384,Startup_384,Agritech,UK,2023,,100000.0,5000000.0,14804355.0,25.0,90000.0,Medium,1,4.5,Lack of market demand,Success
S00385,Startup_385,EdTech,India,2022,,1500000.0,200000.0,-100000.0,,,high,13,1.5,Strong competition,Success
S00386,Startup_386,FoodTech,Germany,2010,5.0,100000.0,200000.0,4290083.0,10.0,300000.0,high,13,2.3,Regulatory issues,Failed
S00387,Startup_387,HealthTech,USA,2010,,,1000000.0,-100000.0,25.0,300000.0,Medium,10,1.5,,failed
S00388,Startup_388,SaaS,UK,2021,,300000.0,,-100000.0,25.0,150000.0,Low,14,3.0,High burn rate,Success
S00389,Startup_389,HealthTech,U.S.A,2016,1.0,,,25999607.0,,40000.0,High,1,1.5,Bad marketing,failed
S00390,Startup_390,HealthTech,USA,2023,3.0,800000.0,12000000.0,-100000.0,120.0,90000.0,Medium,5,2.3,Lack of market demand,Failed
S00391,Startup_391,RealEstate,USA,2012,,300000.0,200000.0,,50.0,40000.0,Low,1,4.5,,Failed
S00392,Startup_392,RealEstate,UK,2015,1.0,800000.0,200000.0,-100000.0,3.0,,Low,8,1.5,Strong competition,failed
S00393,Startup_393,SaaS,india,2018,1.0,100000.0,,19598782.0,5.0,150000.0,Medium,5,,High burn rate,Failed
S00394,Startup_394,Transport,Australia,2018,3.0,,12000000.0,,5.0,,Low,6,,Lack of market demand,failed
S00395,Startup_395,HealthTech,india,2014,3.0,800000.0,,,120.0,40000.0,Low,14,3.8,,Failed
S00396,Startup_396,FinTech,UK,2021,1.0,,1000000.0,14195051.0,25.0,40000.0,high,12,4.5,Poor financial planning,Success
S00397,Startup_397,FinTech,UK,2013,1.0,300000.0,5000000.0,-100000.0,300.0,300000.0,Low,9,1.5,Bad marketing,Failed
S00398,Startup_398,RealEstate,U.S.A,2022,4.0,100000.0,200000.0,2037925.0,120.0,40000.0,high,12,2.3,Poor financial planning,Failed
S00399,Startup_399,E commerce,Australia,2010,3.0,800000.0,200000.0,,,90000.0,low,9,3.0,Poor financial planning,Failed
S00400,Startup_400,Ecommerce,Canada,2015,5.0,1500000.0,,,25.0,300000.0,Medium,4,4.5,Bad marketing,failed
S00401,Startup_401,Ecommerce,UK,2011,3.0,800000.0,1000000.0,-100000.0,3.0,40000.0,High,6,3.8,,Success
S00402,Startup_402,EdTech,india,2022,3.0,,200000.0,21096574.0,,300000.0,high,11,3.8,Strong competition,Failed
S00403,Startup_403,Fintech,U.S.A,2015,,100000.0,200000.0,,3.0,,High,8,4.5,Bad marketing,Success
S00404,Startup_404,AI,india,2019,3.0,50000.0,12000000.0,-100000.0,10.0,300000.0,High,14,1.5,,failed
S00405,Startup_405,Ecommerce,UK,2014,,300000.0,200000.0,8277625.0,5.0,150000.0,High,9,2.3,Bad marketing,failed
S00406,Startup_406,Fintech,UK,2017,3.0,800000.0,5000000.0,,300.0,300000.0,Low,10,4.5,Cash flow issues,Success
S00407,Startup_407,Agritech,UK,2019,1.0,1500000.0,,7395984.0,25.0,300000.0,High,2,2.3,Bad marketing,Failed
S00408,Startup_408,Transport,U.S.A,2014,1.0,100000.0,,21865056.0,3.0,,high,7,1.5,Poor financial planning,Success
